Cluster	Motif 1	Motif 2	Number of genes in cluster with both motifs	Total number of genes with both motifs	Number of genes in cluster	Raw p-value	Adjusted p-value (BH)	Adjusted p-value (Bonf)	Adjusted p-value (Global Bonf)	Genes
cortex	AHL12	TCP16	17	662	442	0.0527461	0.26373	1	1	AT1G01110;AT1G14580;AT1G30380;AT1G62660;AT2G20680;AT2G36830;AT2G46930;AT3G05150;AT3G07460;AT3G24190;AT3G57800;AT3G61420;AT4G12430;AT4G32480;AT4G35320;AT5G24410;AT5G66580;
cortex	AHL12	TCP23	12	629	442	0.35622	0.533603	1	1	AT1G01110;AT1G14580;AT2G20680;AT2G36830;AT2G43340;AT3G05150;AT3G24190;AT3G57800;AT3G61420;AT4G32480;AT4G35250;AT4G35320;
cortex	AHL12	TGA2	18	844	442	0.170867	0.494296	1	1	AT1G05680;AT1G12500;AT1G14580;AT1G15640;AT1G19450;AT1G65840;AT1G69150;AT2G20880;AT3G24190;AT3G28740;AT4G35250;AT4G39030;AT5G02270;AT5G14340;AT5G20280;AT5G40730;AT5G55850;AT5G65380;
cortex	AHL12	TGA2_2	19	728	442	0.0369893	0.221936	1	1	AT1G14330;AT1G15820;AT1G30380;AT1G65840;AT1G69150;AT1G69930;AT2G20880;AT2G43340;AT3G09780;AT3G24190;AT3G61420;AT4G30170;AT4G32480;AT4G35250;AT5G02270;AT5G19240;AT5G65380;AT5G65430;AT5G66580;
cortex	AHL12	TOE1	15	642	442	0.119465	0.375104	1	1	AT1G01360;AT1G19450;AT1G47480;AT1G76490;AT2G16980;AT2G34070;AT3G05150;AT3G18830;AT3G61420;AT4G12430;AT4G32480;AT5G23220;AT5G65380;AT5G65430;AT5G66580;
cortex	AHL12	TOE1_2	13	649	442	0.287033	0.533603	1	1	AT1G07650;AT1G57560;AT2G16980;AT2G34070;AT3G05890;AT3G09780;AT3G18830;AT3G28740;AT3G55720;AT4G12430;AT4G19860;AT5G23220;AT5G66580;
cortex	AHL12	TOE1_3ARY	12	912	442	0.833578	0.833578	1	1	AT1G07650;AT1G15640;AT1G26970;AT1G44830;AT1G62975;AT1G78100;AT2G20880;AT2G27820;AT3G28740;AT4G02170;AT4G10390;AT5G24410;
cortex	AHL12	TOE2	16	642	442	0.0725591	0.290236	1	1	AT1G01360;AT1G19450;AT1G47480;AT1G76490;AT2G16980;AT2G34070;AT3G05150;AT3G18830;AT3G61420;AT4G00430;AT4G12430;AT4G32480;AT5G23220;AT5G65380;AT5G65430;AT5G66580;
cortex	AHL12	TOE2_2	17	688	442	0.0698489	0.28603	1	1	AT1G07650;AT1G15625;AT1G15640;AT1G57560;AT1G62975;AT1G69150;AT1G78100;AT2G16980;AT3G05890;AT3G07460;AT3G28740;AT3G55720;AT4G02170;AT4G12430;AT5G23220;AT5G24410;AT5G66580;
cortex	AHL12	TOE2_3ARY	12	978	442	0.892577	0.892577	1	1	AT1G01360;AT1G07650;AT1G15640;AT1G26970;AT1G44830;AT1G62975;AT1G65840;AT1G76490;AT1G78100;AT2G27820;AT4G10390;AT5G24410;
cortex	AHL12	WOX13	21	718	442	0.00953338	0.0905115	1	1	AT1G01110;AT1G14460;AT1G30380;AT1G52760;AT1G62660;AT1G69930;AT1G76490;AT2G16580;AT2G30990;AT3G05150;AT3G45080;AT3G61420;AT4G12420;AT4G35320;AT5G14340;AT5G20280;AT5G24410;AT5G28010;AT5G36180;AT5G40730;AT5G63595;
cortex	AHL12	WOX13_2	9	417	442	0.260856	0.521712	1	1	AT1G05680;AT1G26970;AT1G27670;AT2G02780;AT2G16980;AT4G02170;AT4G24275;AT5G03150;AT5G40730;
cortex	AHL12	WRKY12	18	740	442	0.0713185	0.28603	1	1	AT1G01110;AT1G21070;AT1G26970;AT1G47480;AT1G65840;AT1G69150;AT2G20880;AT2G22470;AT3G05890;AT3G24120;AT4G12420;AT4G19860;AT4G20150;AT5G03150;AT5G19240;AT5G20280;AT5G65380;AT5G65430;
cortex	AHL12	WRKY18	14	743	442	0.355976	0.533603	1	1	AT1G01110;AT1G14580;AT1G15625;AT1G26970;AT1G65840;AT1G69150;AT1G69930;AT2G04780;AT2G22470;AT2G34070;AT4G19860;AT5G03150;AT5G19240;AT5G65430;
cortex	AHL12	WRKY38	14	763	442	0.39304	0.533603	1	1	AT1G01110;AT1G12500;AT1G26970;AT1G65840;AT1G69150;AT2G20880;AT2G22470;AT3G24120;AT3G57800;AT4G12420;AT4G19860;AT4G20150;AT5G03150;AT5G20280;
cortex	AHL12	WRKY45	13	778	442	0.533603	0.533603	1	1	AT1G01110;AT1G44830;AT1G65840;AT1G69150;AT2G17680;AT2G20880;AT2G22470;AT3G24190;AT3G57800;AT4G12420;AT4G19860;AT4G20150;AT5G20280;
cortex	AHL12	YAB1	25	1197	442	0.145348	0.436043	1	1	AT1G07650;AT1G08630;AT1G14580;AT1G15640;AT1G44170;AT1G52760;AT1G69930;AT2G02780;AT2G04780;AT2G15960;AT2G16980;AT2G36830;AT2G43340;AT3G25760;AT3G61420;AT4G02170;AT4G10390;AT4G12420;AT5G14340;AT5G15900;AT5G23220;AT5G28010;AT5G40730;AT5G65090;AT5G67390;
cortex	AHL12	YAB5	24	936	442	0.0250358	0.17525	1	1	AT1G01360;AT1G14460;AT1G26970;AT1G52760;AT1G76490;AT2G04780;AT2G22470;AT2G30990;AT2G46930;AT3G05890;AT3G18830;AT3G24190;AT3G25760;AT3G28740;AT3G61420;AT4G30170;AT5G14340;AT5G15900;AT5G28010;AT5G36180;AT5G40730;AT5G47140;AT5G66580;AT5G67390;
cortex	AHL12	ZAT14	13	737	442	0.455051	0.533603	1	1	AT1G30380;AT1G44830;AT1G47480;AT1G62790;AT2G02780;AT2G20120;AT2G44670;AT3G28740;AT3G45080;AT3G61420;AT4G24275;AT4G39030;AT5G23220;
cortex	AHL12	ZAT18	8	686	442	0.886944	0.886944	1	1	AT1G13195;AT1G30380;AT1G44830;AT2G04780;AT2G44670;AT2G46930;AT3G61420;AT4G24275;
cortex	AHL12	ZAT2	14	549	442	0.0770841	0.308337	1	1	AT1G08630;AT1G32400;AT2G16580;AT3G09780;AT3G18830;AT4G24275;AT4G32480;AT4G35250;AT5G20280;AT5G24410;AT5G44020;AT5G55850;AT5G65430;AT5G67390;
cortex	AHL12	ZAT6	19	943	442	0.227837	0.494296	1	1	AT1G14460;AT1G15640;AT1G62975;AT1G76490;AT1G78100;AT2G25770;AT2G38300;AT3G05890;AT3G45080;AT4G12430;AT4G20150;AT4G24275;AT4G30170;AT4G39030;AT5G15900;AT5G23220;AT5G44020;AT5G47140;AT5G65380;
cortex	AHL12_2	AHL12_3ARY	21	1000	442	0.164576	0.493727	1	1	AT1G05680;AT1G07650;AT1G44170;AT1G62480;AT1G62660;AT1G69930;AT2G20120;AT2G46930;AT3G24120;AT3G44870;AT3G47960;AT3G49780;AT4G02170;AT4G10390;AT4G30530;AT4G35250;AT5G02230;AT5G23220;AT5G36180;AT5G44670;AT5G55250;
cortex	AHL12_2	AHL20	18	944	442	0.31072	0.533603	1	1	AT1G05680;AT1G23090;AT1G44170;AT1G62660;AT1G69930;AT2G20120;AT2G22470;AT2G30230;AT2G37170;AT2G38300;AT3G47960;AT4G02170;AT4G35250;AT5G02230;AT5G24410;AT5G36180;AT5G40730;AT5G44670;
cortex	AHL12_2	AHL20_2	7	399	442	0.497048	0.533603	1	1	AT1G19450;AT2G17680;AT2G30230;AT2G37170;AT4G02170;AT5G40730;AT5G44670;
cortex	AHL12_2	AHL20_3ARY	13	451	442	0.0401232	0.22311	1	1	AT1G19450;AT1G44170;AT1G62660;AT2G22470;AT2G30230;AT2G37170;AT3G24120;AT4G02170;AT4G30170;AT5G02230;AT5G03150;AT5G44670;AT5G65390;
cortex	AHL12_2	AHL25	4	298	442	0.733167	0.733167	1	1	AT2G37170;AT4G02170;AT4G39030;AT5G44670;
cortex	AHL12_2	AHL25_2	16	895	442	0.42087	0.533603	1	1	AT1G05680;AT1G23090;AT1G44170;AT1G62660;AT2G20120;AT2G22470;AT2G30230;AT3G24120;AT3G47960;AT3G56230;AT4G02170;AT5G02230;AT5G24410;AT5G36180;AT5G40730;AT5G44670;
cortex	AHL12_2	AHL25_3ARY	6	258	442	0.260731	0.521461	1	1	AT1G15640;AT2G22470;AT4G02170;AT4G20150;AT5G24410;AT5G40730;
cortex	AHL12_2	ANAC46	14	679	442	0.243673	0.494296	1	1	AT1G23090;AT1G69930;AT2G22470;AT2G26440;AT2G46420;AT3G07460;AT3G09780;AT3G22200;AT3G49780;AT4G20170;AT4G35250;AT5G03150;AT5G42500;AT5G65430;
cortex	AHL12_2	ANAC55	15	859	442	0.461669	0.533603	1	1	AT1G01360;AT1G14330;AT1G16370;AT1G23090;AT1G44170;AT1G62660;AT2G22760;AT2G37170;AT3G09780;AT3G22200;AT3G49780;AT4G35250;AT5G03150;AT5G44670;AT5G65925;
cortex	AHL12_2	ANAC55_2	15	923	442	0.574404	0.574404	1	1	AT1G44170;AT1G62660;AT2G22760;AT2G30230;AT3G09780;AT3G24450;AT4G02170;AT4G30420;AT5G03150;AT5G13750;AT5G14340;AT5G36180;AT5G40730;AT5G44670;AT5G52260;
cortex	AHL12_2	ANAC58	9	658	442	0.769184	0.769184	1	1	AT1G19450;AT1G69930;AT3G07460;AT3G09780;AT3G24450;AT3G44870;AT3G49780;AT3G56230;AT4G35250;
cortex	AHL12_2	ARR11	16	736	442	0.169388	0.494296	1	1	AT1G05870;AT1G15670;AT1G62660;AT2G16980;AT2G26440;AT2G46930;AT3G56230;AT4G04955;AT4G20150;AT4G20170;AT4G30530;AT5G36180;AT5G40730;AT5G52260;AT5G60660;AT5G65925;
cortex	AHL12_2	ARR11_2	12	677	442	0.453245	0.533603	1	1	AT1G15640;AT1G44170;AT1G69930;AT1G78860;AT2G22470;AT2G22760;AT2G36830;AT3G07460;AT3G24120;AT5G03150;AT5G52260;AT5G65390;
cortex	AHL12_2	ARR11_3ARY	11	845	442	0.834933	0.834933	1	1	AT1G07650;AT1G15640;AT1G44170;AT2G26440;AT2G45290;AT3G07460;AT3G12110;AT3G47960;AT4G30420;AT5G23220;AT5G24570;
cortex	AHL12_2	ARR14	12	617	442	0.332387	0.533603	1	1	AT1G62660;AT2G16980;AT2G17680;AT2G26440;AT2G45290;AT2G46420;AT4G04955;AT4G20150;AT4G20170;AT5G36180;AT5G52260;AT5G65430;
cortex	AHL12_2	ARR14_2	8	649	442	0.848941	0.848941	1	1	AT1G15640;AT1G44170;AT1G78860;AT3G07460;AT3G24120;AT4G20150;AT4G30420;AT5G03150;
cortex	AHL12_2	ARR14_3ARY	10	789	442	0.848792	0.848792	1	1	AT1G15640;AT2G16980;AT2G45290;AT3G07460;AT3G12110;AT3G47960;AT4G30420;AT5G03150;AT5G40730;AT5G65430;
cortex	AHL12_2	AT1G77200	14	651	442	0.199529	0.494296	1	1	AT1G01360;AT1G05680;AT1G05870;AT2G20120;AT2G20880;AT2G36830;AT2G46930;AT3G09780;AT3G47960;AT5G15900;AT5G55850;AT5G65390;AT5G65430;AT5G65925;
cortex	AHL12_2	AT4G35610	10	551	442	0.435399	0.533603	1	1	AT1G05870;AT2G20120;AT2G40890;AT3G18830;AT3G22200;AT3G47220;AT4G35250;AT5G14340;AT5G38540;AT5G55850;
cortex	AHL12_2	AT5G28300	18	835	442	0.16021	0.48063	1	1	AT1G05680;AT1G15670;AT1G69930;AT1G76490;AT2G36830;AT2G40890;AT2G45960;AT2G46930;AT3G06750;AT3G09780;AT3G12110;AT3G47220;AT3G47960;AT3G49780;AT4G30530;AT4G39030;AT5G23220;AT5G65390;
cortex	AHL12_2	ATERF1	10	557	442	0.448773	0.533603	1	1	AT1G05680;AT2G36830;AT2G46930;AT4G04955;AT4G35250;AT5G40730;AT5G49360;AT5G55850;AT5G65430;AT5G65925;
cortex	AHL12_2	ATERF1_2	15	637	442	0.114046	0.375104	1	1	AT1G05680;AT1G07650;AT1G15640;AT2G20120;AT2G22470;AT2G36830;AT2G46930;AT3G07460;AT3G56230;AT4G30530;AT4G35250;AT5G15900;AT5G55850;AT5G65430;AT5G65925;
cortex	AHL12_2	ATHB12	14	748	442	0.365191	0.533603	1	1	AT1G16370;AT1G16390;AT1G76490;AT2G17680;AT2G30230;AT2G37170;AT3G44870;AT4G20170;AT5G02230;AT5G13750;AT5G14340;AT5G36180;AT5G40730;AT5G65390;
cortex	AHL12_2	ATHB51	3	165	442	0.519662	0.533603	1	1	AT2G22470;AT2G30230;AT5G02230;
cortex	AHL12_2	BZIP60	15	781	442	0.322223	0.533603	1	1	AT1G05680;AT1G14330;AT1G15640;AT1G16370;AT1G19450;AT2G20880;AT3G06750;AT3G22200;AT3G24450;AT3G49780;AT4G35250;AT5G14340;AT5G52260;AT5G55850;AT5G65430;
cortex	AHL12_2	BZIP60_2	11	689	442	0.598107	0.598107	1	1	AT1G44170;AT2G22470;AT2G40890;AT3G09780;AT3G22200;AT3G49780;AT4G20170;AT4G35250;AT5G13750;AT5G55850;AT5G65430;
cortex	AHL12_2	CCA1	12	1047	442	0.934812	0.934812	1	1	AT1G07650;AT1G13210;AT1G44170;AT1G76490;AT2G30230;AT3G47960;AT4G04955;AT5G23220;AT5G40730;AT5G52260;AT5G65390;AT5G65925;
cortex	AHL12_2	CCA1_2	14	813	442	0.486444	0.533603	1	1	AT1G05870;AT1G07650;AT1G15670;AT1G16390;AT1G62660;AT2G16980;AT2G38300;AT3G06750;AT3G07460;AT4G20150;AT4G30530;AT5G60660;AT5G65430;AT5G65925;
cortex	AHL12_2	DAG2	21	889	442	0.069599	0.28603	1	1	AT1G01360;AT1G19450;AT1G44170;AT1G47480;AT1G69930;AT1G78860;AT2G16980;AT2G22760;AT2G40890;AT3G09780;AT3G47220;AT3G49780;AT4G04955;AT4G10390;AT4G20170;AT4G30170;AT4G30530;AT5G24410;AT5G38540;AT5G40730;AT5G44670;
cortex	AHL12_2	DDF1	10	718	442	0.758933	0.758933	1	1	AT1G01360;AT1G19450;AT2G22760;AT3G07460;AT3G09780;AT3G18830;AT3G47960;AT4G30420;AT5G15900;AT5G23220;
cortex	AHL12_2	DEAR3	10	577	442	0.493006	0.533603	1	1	AT1G01360;AT1G05680;AT2G20120;AT2G20880;AT2G36830;AT2G37170;AT2G46420;AT2G46930;AT3G09780;AT5G65430;
cortex	AHL12_2	DEAR3_2	6	640	442	0.956962	0.956962	1	1	AT1G15640;AT2G20880;AT2G36830;AT2G45960;AT5G02230;AT5G38540;
cortex	AHL12_2	DEAR4	10	638	442	0.620501	0.620501	1	1	AT1G05680;AT1G23090;AT2G20120;AT2G20880;AT2G36830;AT3G09780;AT3G47960;AT5G49360;AT5G55850;AT5G65430;
cortex	AHL12_2	DEAR4_2	9	571	442	0.612115	0.612115	1	1	AT1G01360;AT1G05680;AT2G20120;AT2G20880;AT2G36830;AT2G46930;AT3G09780;AT5G49360;AT5G65430;
cortex	AHL12_2	DOF5.7	8	721	442	0.915247	0.915247	1	1	AT1G16370;AT1G44170;AT2G46930;AT3G12110;AT3G49780;AT4G18160;AT5G03150;AT5G65430;
cortex	AHL12_2	DOF5.7_2	12	735	442	0.567806	0.567806	1	1	AT1G78860;AT2G37170;AT2G45290;AT2G45960;AT3G06750;AT3G12110;AT3G22200;AT3G47220;AT4G30420;AT5G03150;AT5G24570;AT5G55850;
cortex	AHL12_2	DREB2C	10	618	442	0.58035	0.58035	1	1	AT1G05680;AT2G36830;AT2G45960;AT2G46930;AT4G30530;AT4G35250;AT5G24410;AT5G52260;AT5G55850;AT5G65430;
cortex	AHL12_2	DREB2C_2	10	620	442	0.584449	0.584449	1	1	AT1G01360;AT1G05680;AT1G23090;AT2G20120;AT2G20880;AT2G36830;AT3G07460;AT3G09780;AT5G65430;AT5G65925;
cortex	AHL12_2	ERF1	13	598	442	0.200108	0.494296	1	1	AT1G05680;AT1G16390;AT1G23090;AT2G20120;AT2G20880;AT2G36830;AT2G45960;AT3G07460;AT3G09780;AT4G20170;AT5G49360;AT5G55850;AT5G65430;
cortex	AHL12_2	ETT	10	654	442	0.651171	0.651171	1	1	AT1G05870;AT1G07650;AT2G20120;AT2G38300;AT2G46930;AT4G35250;AT5G03150;AT5G15900;AT5G36180;AT5G65430;
cortex	AHL12_2	ETT_2	16	725	442	0.15557	0.466711	1	1	AT1G05680;AT1G14330;AT1G16370;AT1G19450;AT2G22760;AT2G45960;AT3G07460;AT3G09780;AT3G18830;AT3G24120;AT4G04955;AT4G30420;AT4G30530;AT5G13750;AT5G38540;AT5G60660;
cortex	AHL12_2	GATA12	13	689	442	0.361966	0.533603	1	1	AT1G15640;AT1G78860;AT2G17680;AT2G45290;AT2G46420;AT3G07460;AT3G12110;AT3G24120;AT4G30420;AT5G03150;AT5G60660;AT5G65390;AT5G65430;
cortex	AHL12_2	GLK1	7	715	442	0.954962	0.954962	1	1	AT1G13210;AT1G15640;AT1G15670;AT2G16980;AT3G12110;AT4G20150;AT5G52260;
cortex	AHL12_2	GLK1_2	8	739	442	0.927286	0.927286	1	1	AT1G14330;AT2G37170;AT2G45290;AT2G46420;AT4G04955;AT4G20150;AT5G24570;AT5G65430;
cortex	AHL12_2	HSFB2A	6	652	442	0.961898	0.961898	1	1	AT2G20880;AT2G40890;AT2G46930;AT3G44870;AT3G56230;AT5G65390;
cortex	AHL12_2	HSFB2A_2	11	747	442	0.701742	0.701742	1	1	AT1G01360;AT1G15670;AT2G26440;AT2G36830;AT2G37170;AT2G38300;AT2G40890;AT3G24120;AT3G49780;AT4G20150;AT4G20170;
cortex	AHL12_2	HSFC1	13	825	442	0.618777	0.618777	1	1	AT1G01360;AT1G15670;AT1G44170;AT2G26440;AT2G36830;AT2G37170;AT2G40890;AT3G24120;AT3G49780;AT4G20150;AT4G20170;AT5G02230;AT5G36180;
cortex	AHL12_2	HSFC1_2	1	620	442	0.999973	0.999973	1	1	AT3G56230;
cortex	AHL12_2	ICU4	4	164	442	0.291696	0.533603	1	1	AT1G47480;AT4G10390;AT5G02230;AT5G14340;
cortex	AHL12_2	KAN1	19	864	442	0.133958	0.401875	1	1	AT1G05870;AT1G13210;AT1G16390;AT1G69930;AT2G16980;AT2G36830;AT2G45960;AT3G06750;AT3G24450;AT4G20150;AT4G30420;AT5G13750;AT5G23220;AT5G36180;AT5G40730;AT5G42500;AT5G52260;AT5G55250;AT5G60660;
cortex	AHL12_2	KAN4	14	815	442	0.490151	0.533603	1	1	AT1G13210;AT1G69930;AT2G16980;AT2G20880;AT2G26440;AT2G36830;AT2G40890;AT2G46930;AT3G56230;AT5G02230;AT5G15900;AT5G55250;AT5G60660;AT5G65390;
cortex	AHL12_2	KAN4_2	14	784	442	0.432315	0.533603	1	1	AT1G13195;AT1G16390;AT1G23090;AT1G44170;AT1G62660;AT2G20880;AT2G40890;AT2G46420;AT3G06750;AT4G01680;AT4G30170;AT5G23220;AT5G36180;AT5G55250;
cortex	AHL12_2	LBD16	4	653	442	0.995207	0.995207	1	1	AT1G15670;AT2G38300;AT3G24120;AT4G35250;
cortex	AHL12_2	MYB111	23	755	442	0.00426087	0.0542318	1	1	AT1G16370;AT1G18280;AT1G44170;AT1G47480;AT2G22470;AT2G22760;AT2G30230;AT2G40890;AT3G06750;AT3G09780;AT3G12110;AT3G22200;AT3G47960;AT3G49780;AT4G30420;AT5G13750;AT5G15900;AT5G24410;AT5G44670;AT5G49360;AT5G52260;AT5G60660;AT5G65390;
cortex	AHL12_2	MYB111_2	21	712	442	0.00872598	0.0872598	1	1	AT1G18280;AT1G44170;AT1G47480;AT1G69930;AT2G17680;AT2G22760;AT2G30230;AT2G40890;AT3G06750;AT3G09780;AT3G12110;AT3G22200;AT3G47960;AT3G49780;AT3G56230;AT4G30420;AT5G13750;AT5G15900;AT5G52260;AT5G60660;AT5G65390;
cortex	AHL12_2	MYB46	22	736	442	0.00635038	0.0698542	1	1	AT1G13195;AT1G18280;AT1G44170;AT1G47480;AT1G69930;AT2G17680;AT2G22470;AT2G22760;AT2G30230;AT2G40890;AT3G06750;AT3G09780;AT3G12110;AT3G22200;AT3G47960;AT3G49780;AT4G30420;AT5G13750;AT5G49360;AT5G52260;AT5G55250;AT5G60660;
cortex	AHL12_2	MYB46_2	15	688	442	0.176169	0.494296	1	1	AT1G16390;AT1G18280;AT2G36830;AT2G40890;AT3G09780;AT3G12110;AT4G30420;AT4G35250;AT5G13750;AT5G24410;AT5G38540;AT5G55250;AT5G60660;AT5G65390;AT5G65925;
cortex	AHL12_2	MYB52	11	611	442	0.438458	0.533603	1	1	AT1G69930;AT1G78860;AT2G20880;AT2G22760;AT2G45290;AT3G06750;AT3G12110;AT4G30420;AT5G55850;AT5G65390;AT5G65430;
cortex	AHL12_2	MYB52_2	14	764	442	0.394905	0.533603	1	1	AT1G13195;AT1G18280;AT1G78860;AT3G06750;AT3G09780;AT3G12110;AT3G22200;AT3G49780;AT4G30420;AT4G39030;AT5G14340;AT5G44670;AT5G55250;AT5G65430;
cortex	AHL12_2	MYB55	17	674	442	0.0602297	0.28603	1	1	AT1G01360;AT1G18280;AT1G47480;AT2G22470;AT2G22760;AT2G30230;AT2G40890;AT3G47960;AT3G49780;AT4G30420;AT5G13750;AT5G24570;AT5G36180;AT5G49360;AT5G52260;AT5G60660;AT5G65390;
cortex	AHL12_2	MYB55_2	15	673	442	0.156357	0.469072	1	1	AT1G16390;AT1G18280;AT1G44170;AT1G47480;AT2G40890;AT3G09780;AT3G12110;AT3G24450;AT5G13750;AT5G24410;AT5G38540;AT5G55250;AT5G60660;AT5G65390;AT5G65925;
cortex	AHL12_2	MYB59	15	802	442	0.359096	0.533603	1	1	AT1G01360;AT1G13195;AT1G16370;AT1G47480;AT1G76490;AT2G22470;AT2G30230;AT2G37170;AT3G06750;AT3G09780;AT3G49780;AT4G30420;AT5G03150;AT5G13750;AT5G24410;
cortex	AHL12_2	MYC2	27	742	442	0.000140171	0.00462565	0.0619556	1	AT1G05680;AT1G05870;AT1G13195;AT1G14330;AT1G15640;AT1G44170;AT1G69930;AT2G16980;AT2G17680;AT2G22470;AT2G22760;AT2G40890;AT2G45960;AT2G46930;AT3G06750;AT3G07460;AT3G09780;AT3G18830;AT3G24450;AT3G49780;AT4G18160;AT4G30530;AT5G03150;AT5G15900;AT5G24410;AT5G44670;AT5G65430;
cortex	AHL12_2	MYC3	25	760	442	0.0010547	0.021094	0.466178	1	AT1G05680;AT1G05870;AT1G14330;AT1G15640;AT1G44170;AT2G16980;AT2G17680;AT2G22470;AT2G22760;AT2G45960;AT2G46930;AT3G06750;AT3G07460;AT3G18830;AT3G24450;AT3G44870;AT3G49780;AT4G18160;AT4G30170;AT4G30530;AT5G03150;AT5G15900;AT5G24410;AT5G44670;AT5G65430;
cortex	AHL12_2	MYC4	25	750	442	0.000877042	0.0175408	0.387652	1	AT1G05680;AT1G05870;AT1G13195;AT1G14330;AT1G15640;AT1G44170;AT1G78860;AT2G16980;AT2G17680;AT2G22470;AT2G22760;AT2G45960;AT2G46930;AT3G06750;AT3G07460;AT3G18830;AT3G24450;AT3G49780;AT4G18160;AT4G30530;AT5G03150;AT5G15900;AT5G24410;AT5G44670;AT5G65430;
cortex	AHL12_2	ORA47	12	682	442	0.463352	0.533603	1	1	AT1G05680;AT1G15640;AT2G20120;AT2G20880;AT2G36830;AT2G37170;AT2G45960;AT2G46930;AT4G30530;AT5G15900;AT5G23220;AT5G60660;
cortex	AHL12_2	ORA47_2	12	576	442	0.254267	0.508534	1	1	AT1G01360;AT1G05680;AT2G20120;AT2G20880;AT2G36830;AT2G46930;AT3G07460;AT3G09780;AT4G20170;AT5G40730;AT5G49360;AT5G65430;
cortex	AHL12_2	PIF3	15	634	442	0.110866	0.375104	1	1	AT1G05680;AT1G05870;AT1G14330;AT2G16980;AT2G17680;AT2G22470;AT2G22760;AT2G45960;AT3G06750;AT3G07460;AT3G56230;AT4G02170;AT5G15900;AT5G40730;AT5G65430;
cortex	AHL12_2	PIF4	22	667	442	0.00199844	0.0332205	0.883309	1	AT1G05680;AT1G05870;AT1G14330;AT1G15640;AT1G44170;AT1G69930;AT1G78860;AT2G16980;AT2G17680;AT2G22470;AT2G22760;AT2G45960;AT2G46930;AT3G06750;AT3G07460;AT3G24450;AT3G47960;AT3G49780;AT4G18160;AT5G03150;AT5G24410;AT5G65430;
cortex	AHL12_2	PIF5	15	640	442	0.11728	0.375104	1	1	AT1G05680;AT1G05870;AT1G14330;AT1G44170;AT1G78860;AT2G16980;AT2G17680;AT2G22470;AT2G22760;AT2G45960;AT2G46930;AT3G06750;AT3G07460;AT3G49780;AT5G65430;
cortex	AHL12_2	RAP2.3	8	570	442	0.734901	0.734901	1	1	AT1G05680;AT2G36830;AT2G46420;AT2G46930;AT3G06750;AT5G40730;AT5G49360;AT5G65430;
cortex	AHL12_2	RAP2.3_2	11	600	442	0.415102	0.533603	1	1	AT1G05680;AT1G16390;AT2G20120;AT2G20880;AT2G36830;AT2G46930;AT3G07460;AT3G09780;AT5G13750;AT5G49360;AT5G55850;
cortex	AHL12_2	RAP2.3_3ARY	11	592	442	0.398122	0.533603	1	1	AT1G05680;AT1G23090;AT2G20120;AT2G36830;AT2G46930;AT3G07460;AT3G09780;AT4G20170;AT5G13750;AT5G49360;AT5G55850;
cortex	AHL12_2	RAP2.6	8	575	442	0.743546	0.743546	1	1	AT1G05680;AT2G36830;AT2G46930;AT3G09780;AT5G40730;AT5G49360;AT5G55850;AT5G65430;
cortex	AHL12_2	RAP2.6_2	14	627	442	0.16496	0.494296	1	1	AT1G05680;AT1G15640;AT1G76490;AT2G22470;AT2G36830;AT2G45960;AT2G46930;AT3G07460;AT3G09780;AT3G56230;AT4G18160;AT4G30420;AT5G13750;AT5G49360;
cortex	AHL12_2	RAP2.6_3ARY	13	628	442	0.249782	0.499565	1	1	AT1G05680;AT1G15640;AT1G69930;AT2G20120;AT2G36830;AT2G46930;AT3G07460;AT3G09780;AT3G47960;AT4G30420;AT4G30530;AT5G24570;AT5G65430;
cortex	AHL12_2	REM1	13	777	442	0.531723	0.533603	1	1	AT1G16390;AT1G47480;AT2G17680;AT2G22470;AT2G30230;AT2G45960;AT3G49780;AT4G02170;AT4G30170;AT4G30420;AT5G42500;AT5G49360;AT5G55250;
cortex	AHL12_2	REM1_2	10	716	442	0.755949	0.755949	1	1	AT1G14330;AT1G18280;AT2G40890;AT3G06750;AT3G07460;AT3G49780;AT4G30530;AT5G40730;AT5G55250;AT5G65925;
cortex	AHL12_2	RRTF1	6	571	442	0.915748	0.915748	1	1	AT1G05680;AT2G36830;AT2G46420;AT5G40730;AT5G49360;AT5G65430;
cortex	AHL12_2	RRTF1_2	10	622	442	0.588529	0.588529	1	1	AT1G05680;AT1G16390;AT2G20120;AT2G36830;AT2G46420;AT3G07460;AT3G09780;AT5G13750;AT5G49360;AT5G55850;
cortex	AHL12_2	RRTF1_3ARY	11	588	442	0.389645	0.533603	1	1	AT1G05680;AT2G20120;AT2G36830;AT2G37170;AT3G07460;AT3G09780;AT4G20170;AT5G13750;AT5G49360;AT5G55850;AT5G65430;
cortex	AHL12_2	RVE1	10	937	442	0.951553	0.951553	1	1	AT1G07650;AT1G15640;AT1G44170;AT1G76490;AT3G07460;AT3G47960;AT4G04955;AT5G23220;AT5G40730;AT5G65390;
cortex	AHL12_2	RVE1_2	19	966	442	0.259651	0.519301	1	1	AT1G16390;AT1G44170;AT1G62480;AT1G62660;AT1G76490;AT2G16980;AT2G22760;AT2G30230;AT2G36830;AT3G06750;AT3G47960;AT4G10390;AT4G20150;AT4G30170;AT4G30530;AT5G24570;AT5G38540;AT5G52260;AT5G65925;
